value,var,paired,file,query,target,tool,type,perc,value_dbl
0% (no skipping called),skipping_fd,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,TRUE,NA
100.0%,skipping_fn,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,TRUE,100.0
0% (no junctions called),junction_fd,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,TRUE,NA
100.0%,junction_fn,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,TRUE,100.0
0,junction_none_n,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,FALSE,0.0
NaN,junction_none_perc,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,FALSE,NaN
0,junction_left_n,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,FALSE,0.0
NaN,junction_left_perc,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,FALSE,NaN
0,junction_right_n,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,FALSE,0.0
NaN,junction_right_perc,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,FALSE,NaN
0,junction_both_n,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,FALSE,0.0
NaN,junction_both_perc,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga,single,FALSE,NaN
20000000,total_reads,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,2e7
93.48%,total_read_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,93.48
99.57%,unique_read_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,99.57
0.39%,perc_reads_incorrect,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.39
0(0.0)%,perc_reads_ambiguous,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.0
6.11%,perc_reads_unaligned,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,6.11
93.89%,perc_reads_aligned,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,93.89
13.4601%,perc_reads_true_introns,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,13.4601
2000000000,total_bases,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,2e9
90.05%,total_bases_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,90.05
99.27%,unique_bases_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,99.27
0.65%,perc_bases_incorrect,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.65
0(0.0)%,perc_bases_ambiguous,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.0
9.29%,perc_bases_unaligned,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,9.29
90.71000000000001%,perc_bases_aligned,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,90.71000000000001
0.0174%,perc_bases_insertions,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.0174
0.0173%,perc_bases_deletions,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.0173
0% (no insertions called),insertion_fd,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,NA
100.0%,insertion_fn,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,100.0
0% (no deletions called),deletion_fd,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,NA
100.0%,deletion_fn,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,100.0
0% (no skipping called),skipping_fd,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,NA
100.0%,skipping_fn,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,100.0
0% (no junctions called),junction_fd,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,NA
100.0%,junction_fn,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,100.0
20000000,total_reads,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,2e7
93.48%,total_read_accuracy,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,93.48
99.57%,unique_read_accuracy,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,99.57
0.39%,perc_reads_incorrect,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.39
0(0.0)%,perc_reads_ambiguous,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.0
6.11%,perc_reads_unaligned,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,6.11
93.89%,perc_reads_aligned,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,93.89
2000000000,total_bases,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,2e9
90.05%,total_bases_accuracy,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,90.05
99.27%,unique_bases_accuracy,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,99.27
0.65%,perc_bases_incorrect,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.65
0(0.0)%,perc_bases_ambiguous,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,0.0
9.29%,perc_bases_unaligned,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,9.29
90.71000000000001%,perc_bases_aligned,pairs,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,TRUE,90.71000000000001
0,junction_none_n,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,0.0
NaN,junction_none_perc,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,NaN
0,junction_left_n,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,0.0
NaN,junction_left_perc,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,NaN
0,junction_right_n,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,0.0
NaN,junction_right_perc,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,NaN
0,junction_both_n,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,0.0
NaN,junction_both_perc,single,statistics_NoAdapters/human_t1r1/biokanga/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga,multi,FALSE,NaN
20000000,total_reads,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,2e7
96.32%,total_read_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,96.32
99.14%,unique_read_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,99.14
0.82%,perc_reads_incorrect,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,0.82
0.0%,perc_reads_ambiguous,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,0.0
2.85%,perc_reads_unaligned,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,2.85
97.15%,perc_reads_aligned,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,97.15
13.4601%,perc_reads_true_introns,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,13.4601
2000000000,total_bases,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,2e9
92.67%,total_bases_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,92.67
98.83%,unique_bases_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,98.83
1.09%,perc_bases_incorrect,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,1.09
0.0%,perc_bases_ambiguous,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,0.0
6.22%,perc_bases_unaligned,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,6.22
93.78%,perc_bases_aligned,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,93.78
0.0174%,perc_bases_insertions,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,0.0174
0.0173%,perc_bases_deletions,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,0.0173
0% (no insertions called),insertion_fd,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,NA
100.0%,insertion_fn,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,100.0
0% (no deletions called),deletion_fd,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,NA
100.0%,deletion_fn,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,100.0
0% (no skipping called),skipping_fd,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,NA
100.0%,skipping_fn,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,100.0
0% (no junctions called),junction_fd,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,NA
100.0%,junction_fn,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,TRUE,100.0
0,junction_none_n,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,0.0
NaN,junction_none_perc,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,NaN
0,junction_left_n,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,0.0
NaN,junction_left_perc,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,NaN
0,junction_right_n,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,0.0
NaN,junction_right_perc,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,NaN
0,junction_both_n,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,0.0
NaN,junction_both_perc,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,single,FALSE,NaN
20000000,total_reads,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,2e7
96.32%,total_read_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,96.32
99.14%,unique_read_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,99.14
0.82%,perc_reads_incorrect,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,0.82
0(0.0)%,perc_reads_ambiguous,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,0.0
2.85%,perc_reads_unaligned,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,2.85
97.15%,perc_reads_aligned,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,97.15
13.4601%,perc_reads_true_introns,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,13.4601
2000000000,total_bases,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,2e9
92.67%,total_bases_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,92.67
98.83%,unique_bases_accuracy,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,98.83
1.09%,perc_bases_incorrect,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,1.09
0(0.0)%,perc_bases_ambiguous,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,0.0
6.22%,perc_bases_unaligned,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,6.22
93.78%,perc_bases_aligned,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,93.78
0.0174%,perc_bases_insertions,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,0.0174
0.0173%,perc_bases_deletions,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,0.0173
0% (no insertions called),insertion_fd,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,NA
100.0%,insertion_fn,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,100.0
0% (no deletions called),deletion_fd,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,NA
100.0%,deletion_fn,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,100.0
0% (no skipping called),skipping_fd,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,NA
100.0%,skipping_fn,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,100.0
0% (no junctions called),junction_fd,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,NA
100.0%,junction_fn,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,100.0
20000000,total_reads,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,2e7
96.32%,total_read_accuracy,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,96.32
99.14%,unique_read_accuracy,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,99.14
0.82%,perc_reads_incorrect,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,0.82
0(0.0)%,perc_reads_ambiguous,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,0.0
2.85%,perc_reads_unaligned,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,2.85
97.15%,perc_reads_aligned,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,97.15
2000000000,total_bases,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,2e9
92.67%,total_bases_accuracy,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,92.67
98.83%,unique_bases_accuracy,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,98.83
1.09%,perc_bases_incorrect,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,1.09
0(0.0)%,perc_bases_ambiguous,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,0.0
6.22%,perc_bases_unaligned,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,6.22
93.78%,perc_bases_aligned,pairs,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,TRUE,93.78
0,junction_none_n,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,0.0
NaN,junction_none_perc,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,NaN
0,junction_left_n,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,0.0
NaN,junction_left_perc,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,NaN
0,junction_right_n,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,0.0
NaN,junction_right_perc,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,NaN
0,junction_both_n,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,0.0
NaN,junction_both_perc,single,statistics_NoAdapters/human_t1r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_NoAdapters,human_t1r1,biokanga_U3,multi,FALSE,NaN
20000000,total_reads,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,FALSE,2e7
96.9%,total_read_accuracy,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,96.9
99.82%,unique_read_accuracy,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,99.82
0.16%,perc_reads_incorrect,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,0.16
2.15%,perc_reads_ambiguous,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,2.15
0.77%,perc_reads_unaligned,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,0.77
99.23%,perc_reads_aligned,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,99.23
13.4601%,perc_reads_true_introns,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,13.4601
2000000000,total_bases,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,FALSE,2e9
96.82%,total_bases_accuracy,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,96.82
99.79%,unique_bases_accuracy,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,99.79
0.19%,perc_bases_incorrect,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,0.19
2.15%,perc_bases_ambiguous,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,2.15
0.82%,perc_bases_unaligned,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,0.82
99.18%,perc_bases_aligned,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,99.18
0.0174%,perc_bases_insertions,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,0.0174
0.0173%,perc_bases_deletions,single,statistics_NoAdapters/human_t1r1/hisat2/comp_res.txt,statistics_NoAdapters,human_t1r1,hisat2,single,TRUE,0.0173
